filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
tests/0_8/single-function/low-level-call/to-sender/guard/block-number/Block_safe1.sol,Block_safe1.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756551588.3278363,3.2688045501708984,0,{Block_Dependency},{},{},{}
tests/0_8/single-function/low-level-call/to-sender/guard/block-number/Block_safe2.sol,Block_safe2.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756551540.2180583,4.328662633895874,0,{Block_Dependency},{},{},{}
tests/0_8/single-function/low-level-call/to-sender/folded/CallFolded_ree1.sol,CallFolded_ree1.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756552300.9433193,7.420887470245361,0,{},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
tests/0_8/single-function/low-level-call/to-sender/folded/CallFolded_ree2.sol,CallFolded_ree2.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756552182.609837,4.224402189254761,0,"{Reentrancy,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
tests/0_8/single-function/low-level-call/to-sender/folded/CallFolded_ree3.sol,CallFolded_ree3.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756551797.3754907,4.9201319217681885,0,{},{},{},{}
tests/0_8/single-function/low-level-call/to-sender/folded/CallFolded_safe1.sol,CallFolded_safe1.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756552026.2987938,4.674455642700195,0,"{Reentrancy,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
tests/0_8/single-function/low-level-call/to-sender/folded/CallFolded_safe2.sol,CallFolded_safe2.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756552243.8635619,5.127076148986816,0,"{Reentrancy,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
tests/0_8/single-function/low-level-call/to-sender/folded/CallFolded_safe3.sol,CallFolded_safe3.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756551950.0182834,6.758840560913086,0,{},{},{},{}
tests/0_8/single-function/low-level-call/to-sender/gas/CallGas_ree1.sol,CallGas_ree1.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756552072.710699,4.8383800983428955,0,{},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
tests/0_8/single-function/low-level-call/to-sender/gas/CallGas_safe1.sol,CallGas_safe1.sol,confuzzius,solidity,2022/12/31,20250830_1058,1756551521.6409264,4.47500467300415,0,{Transaction_Order_Dependency},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
